      0.00000000E+00      0.00000000E+00      0.36408875E+00
      0.00000000E+00      0.92969697E-01      0.37248643E+00
      0.00000000E+00      0.18593939E+00      0.39531916E+00
      0.00000000E+00      0.27890909E+00      0.42571690E+00
      0.00000000E+00      0.37187879E+00      0.45432894E+00
      0.00000000E+00      0.46484848E+00      0.47238200E+00
      0.00000000E+00      0.55781818E+00      0.47452996E+00
      0.00000000E+00      0.65078788E+00      0.46039921E+00
      0.00000000E+00      0.74375758E+00      0.43422153E+00
      0.00000000E+00      0.83672727E+00      0.40280864E+00
      0.00000000E+00      0.92969697E+00      0.37288445E+00
      0.00000000E+00      0.10226667E+01      0.34899625E+00
      0.00000000E+00      0.11156364E+01      0.33278223E+00
      0.00000000E+00      0.12086061E+01      0.32360899E+00
      0.00000000E+00      0.13015758E+01      0.31998003E+00
      0.00000000E+00      0.13945455E+01      0.32091985E+00
      0.00000000E+00      0.14875152E+01      0.32670873E+00
      0.00000000E+00      0.15804848E+01      0.33867925E+00
      0.00000000E+00      0.16734545E+01      0.35815192E+00
      0.00000000E+00      0.17664242E+01      0.38494870E+00
      0.00000000E+00      0.18593939E+01      0.41621341E+00
      0.00000000E+00      0.19523636E+01      0.44630539E+00
      0.00000000E+00      0.20453333E+01      0.46815045E+00
      0.00000000E+00      0.21383030E+01      0.47570644E+00
      0.00000000E+00      0.22312727E+01      0.46651348E+00
      0.00000000E+00      0.23242424E+01      0.44310964E+00
      0.00000000E+00      0.24172121E+01      0.41256992E+00
      0.00000000E+00      0.25101818E+01      0.38429707E+00
      0.00000000E+00      0.26031515E+01      0.36694165E+00
      0.00000000E+00      0.26961212E+01      0.36558900E+00
      0.00000000E+00      0.27890909E+01      0.38012174E+00
      0.00000000E+00      0.28820606E+01      0.40520506E+00
      0.00000000E+00      0.29750303E+01      0.43187455E+00
      0.00000000E+00      0.30680000E+01      0.45028604E+00
      0.00000000E+00      0.31609697E+01      0.45279727E+00
      0.00000000E+00      0.32539394E+01      0.43630721E+00
      0.00000000E+00      0.33469091E+01      0.40291950E+00
      0.00000000E+00      0.34398788E+01      0.35864423E+00
      0.00000000E+00      0.35328485E+01      0.31077247E+00
      0.00000000E+00      0.36258182E+01      0.26521353E+00
      0.00000000E+00      0.37187879E+01      0.22501980E+00
      0.00000000E+00      0.38117576E+01      0.19055190E+00
      0.00000000E+00      0.39047273E+01      0.16077320E+00
      0.00000000E+00      0.39976970E+01      0.13464824E+00
      0.00000000E+00      0.40906667E+01      0.11183075E+00
      0.00000000E+00      0.41836364E+01      0.92502943E-01
      0.00000000E+00      0.42766061E+01      0.76816596E-01
      0.00000000E+00      0.43695758E+01      0.64505348E-01
      0.00000000E+00      0.44625455E+01      0.54920941E-01
      0.00000000E+00      0.45555152E+01      0.47343352E-01
      0.00000000E+00      0.46484848E+01      0.41250084E-01
      0.00000000E+00      0.47414545E+01      0.36360978E-01
      0.00000000E+00      0.48344242E+01      0.32512282E-01
      0.00000000E+00      0.49273939E+01      0.29534730E-01
      0.00000000E+00      0.50203636E+01      0.27247514E-01
      0.00000000E+00      0.51133333E+01      0.25536396E-01
      0.00000000E+00      0.52063030E+01      0.24405542E-01
      0.00000000E+00      0.52992727E+01      0.23935333E-01
      0.00000000E+00      0.53922424E+01      0.24181875E-01
      0.00000000E+00      0.54852121E+01      0.25113992E-01
      0.00000000E+00      0.55781818E+01      0.26647902E-01
      0.00000000E+00      0.56711515E+01      0.28746465E-01
      0.00000000E+00      0.57641212E+01      0.31488160E-01
      0.00000000E+00      0.58570909E+01      0.35042267E-01
      0.00000000E+00      0.59500606E+01      0.39586882E-01
      0.00000000E+00      0.60430303E+01      0.45278898E-01
