      0.00000000E+00      0.00000000E+00      0.14872041E+00
      0.00000000E+00      0.92969697E-01      0.15811417E+00
      0.00000000E+00      0.18593939E+00      0.18421083E+00
      0.00000000E+00      0.27890909E+00      0.22085046E+00
      0.00000000E+00      0.37187879E+00      0.25967016E+00
      0.00000000E+00      0.46484848E+00      0.29284179E+00
      0.00000000E+00      0.55781818E+00      0.31541650E+00
      0.00000000E+00      0.65078788E+00      0.32637865E+00
      0.00000000E+00      0.74375758E+00      0.32810176E+00
      0.00000000E+00      0.83672727E+00      0.32465432E+00
      0.00000000E+00      0.92969697E+00      0.31989158E+00
      0.00000000E+00      0.10226667E+01      0.31620710E+00
      0.00000000E+00      0.11156364E+01      0.31429796E+00
      0.00000000E+00      0.12086061E+01      0.31371152E+00
      0.00000000E+00      0.13015758E+01      0.31365767E+00
      0.00000000E+00      0.13945455E+01      0.31365854E+00
      0.00000000E+00      0.14875152E+01      0.31384938E+00
      0.00000000E+00      0.15804848E+01      0.31489802E+00
      0.00000000E+00      0.16734545E+01      0.31754795E+00
      0.00000000E+00      0.17664242E+01      0.32186342E+00
      0.00000000E+00      0.18593939E+01      0.32646498E+00
      0.00000000E+00      0.19523636E+01      0.32825595E+00
      0.00000000E+00      0.20453333E+01      0.32308579E+00
      0.00000000E+00      0.21383030E+01      0.30735622E+00
      0.00000000E+00      0.22312727E+01      0.27996277E+00
      0.00000000E+00      0.23242424E+01      0.24360144E+00
      0.00000000E+00      0.24172121E+01      0.20465194E+00
      0.00000000E+00      0.25101818E+01      0.17150056E+00
      0.00000000E+00      0.26031515E+01      0.15190088E+00
      0.00000000E+00      0.26961212E+01      0.15039091E+00
      0.00000000E+00      0.27890909E+01      0.16673118E+00
      0.00000000E+00      0.28820606E+01      0.19591162E+00
      0.00000000E+00      0.29750303E+01      0.22971144E+00
      0.00000000E+00      0.30680000E+01      0.25926791E+00
      0.00000000E+00      0.31609697E+01      0.27774577E+00
      0.00000000E+00      0.32539394E+01      0.28213107E+00
      0.00000000E+00      0.33469091E+01      0.27349853E+00
      0.00000000E+00      0.34398788E+01      0.25576114E+00
      0.00000000E+00      0.35328485E+01      0.23360823E+00
      0.00000000E+00      0.36258182E+01      0.21067390E+00
      0.00000000E+00      0.37187879E+01      0.18872939E+00
      0.00000000E+00      0.38117576E+01      0.16801846E+00
      0.00000000E+00      0.39047273E+01      0.14820508E+00
      0.00000000E+00      0.39976970E+01      0.12919167E+00
      0.00000000E+00      0.40906667E+01      0.11136175E+00
      0.00000000E+00      0.41836364E+01      0.95307753E-01
      0.00000000E+00      0.42766061E+01      0.81428110E-01
      0.00000000E+00      0.43695758E+01      0.69738736E-01
      0.00000000E+00      0.44625455E+01      0.59971130E-01
      0.00000000E+00      0.45555152E+01      0.51793568E-01
      0.00000000E+00      0.46484848E+01      0.44959701E-01
      0.00000000E+00      0.47414545E+01      0.39318093E-01
      0.00000000E+00      0.48344242E+01      0.34749536E-01
      0.00000000E+00      0.49273939E+01      0.31127267E-01
      0.00000000E+00      0.50203636E+01      0.28333232E-01
      0.00000000E+00      0.51133333E+01      0.26296415E-01
      0.00000000E+00      0.52063030E+01      0.25006226E-01
      0.00000000E+00      0.52992727E+01      0.24487196E-01
      0.00000000E+00      0.53922424E+01      0.24757955E-01
      0.00000000E+00      0.54852121E+01      0.25808104E-01
      0.00000000E+00      0.55781818E+01      0.27610783E-01
      0.00000000E+00      0.56711515E+01      0.30161341E-01
      0.00000000E+00      0.57641212E+01      0.33511219E-01
      0.00000000E+00      0.58570909E+01      0.37767337E-01
      0.00000000E+00      0.59500606E+01      0.43057575E-01
      0.00000000E+00      0.60430303E+01      0.49501995E-01
      0.00000000E+00      0.61360000E+01      0.57234638E-01
      0.00000000E+00      0.62289697E+01      0.66467423E-01
      0.00000000E+00      0.63219394E+01      0.77514406E-01
      0.00000000E+00      0.64149091E+01      0.90687561E-01
      0.00000000E+00      0.65078788E+01      0.10608157E+00
      0.00000000E+00      0.66008485E+01      0.12341326E+00
      0.00000000E+00      0.66938182E+01      0.14211322E+00
      0.00000000E+00      0.67867879E+01      0.16168767E+00
      0.00000000E+00      0.68797576E+01      0.18207871E+00
      0.00000000E+00      0.69727273E+01      0.20361251E+00
      0.00000000E+00      0.70656970E+01      0.22633816E+00
      0.00000000E+00      0.71586667E+01      0.24904615E+00
      0.00000000E+00      0.72516364E+01      0.26866150E+00
      0.00000000E+00      0.73446061E+01      0.28066780E+00
      0.00000000E+00      0.74375758E+01      0.28067456E+00
      0.00000000E+00      0.75305455E+01      0.26651921E+00
      0.00000000E+00      0.76235152E+01      0.23987612E+00
      0.00000000E+00      0.77164848E+01      0.20650476E+00
      0.00000000E+00      0.78094545E+01      0.17489340E+00
      0.00000000E+00      0.79024242E+01      0.15376754E+00
      0.00000000E+00      0.79953939E+01      0.14938106E+00
      0.00000000E+00      0.80883636E+01      0.16355771E+00
      0.00000000E+00      0.81813333E+01      0.19316580E+00
      0.00000000E+00      0.82743030E+01      0.23121884E+00
      0.00000000E+00      0.83672727E+01      0.26922607E+00
      0.00000000E+00      0.84602424E+01      0.29993070E+00
      0.00000000E+00      0.85532121E+01      0.31938397E+00
      0.00000000E+00      0.86461818E+01      0.32757663E+00
      0.00000000E+00      0.87391515E+01      0.32752021E+00
      0.00000000E+00      0.88321212E+01      0.32339769E+00
      0.00000000E+00      0.89250909E+01      0.31875991E+00
      0.00000000E+00      0.90180606E+01      0.31553637E+00
      0.00000000E+00      0.91110303E+01      0.31404772E+00
      0.00000000E+00      0.92040000E+01      0.31367453E+00

      0.92969697E-01      0.00000000E+00      0.15800606E+00
      0.92969697E-01      0.92969697E-01      0.16665374E+00
      0.92969697E-01      0.18593939E+00      0.19125444E+00
      0.92969697E-01      0.27890909E+00      0.22589205E+00
      0.92969697E-01      0.37187879E+00      0.26253202E+00
      0.92969697E-01      0.46484848E+00      0.29367637E+00
      0.92969697E-01      0.55781818E+00      0.31462671E+00
      0.92969697E-01      0.65078788E+00      0.32448403E+00
      0.92969697E-01      0.74375758E+00      0.32559584E+00
      0.92969697E-01      0.83672727E+00      0.32190011E+00
      0.92969697E-01      0.92969697E+00      0.31708406E+00
      0.92969697E-01      0.10226667E+01      0.31340208E+00
      0.92969697E-01      0.11156364E+01      0.31147973E+00
      0.92969697E-01      0.12086061E+01      0.31085947E+00
      0.92969697E-01      0.13015758E+01      0.31078073E+00
      0.92969697E-01      0.13945455E+01      0.31078895E+00
      0.92969697E-01      0.14875152E+01      0.31101247E+00
      0.92969697E-01      0.15804848E+01      0.31208882E+00
      0.92969697E-01      0.16734545E+01      0.31474138E+00
      0.92969697E-01      0.17664242E+01      0.31906481E+00
      0.92969697E-01      0.18593939E+01      0.32378188E+00
      0.92969697E-01      0.19523636E+01      0.32595403E+00
      0.92969697E-01      0.20453333E+01      0.32159182E+00
      0.92969697E-01      0.21383030E+01      0.30719057E+00
      0.92969697E-01      0.22312727E+01      0.28161387E+00
      0.92969697E-01      0.23242424E+01      0.24738081E+00
      0.92969697E-01      0.24172121E+01      0.21057834E+00
      0.92969697E-01      0.25101818E+01      0.17925272E+00
      0.92969697E-01      0.26031515E+01      0.16085552E+00
      0.92969697E-01      0.26961212E+01      0.15973668E+00
      0.92969697E-01      0.27890909E+01      0.17562876E+00
      0.92969697E-01      0.28820606E+01      0.20365892E+00
      0.92969697E-01      0.29750303E+01      0.23587173E+00
      0.92969697E-01      0.30680000E+01      0.26372771E+00
      0.92969697E-01      0.31609697E+01      0.28068845E+00
      0.92969697E-01      0.32539394E+01      0.28393759E+00
      0.92969697E-01      0.33469091E+01      0.27461138E+00
      0.92969697E-01      0.34398788E+01      0.25655912E+00
      0.92969697E-01      0.35328485E+01      0.23433206E+00
      0.92969697E-01      0.36258182E+01      0.21141804E+00
      0.92969697E-01      0.37187879E+01      0.18948603E+00
